t,step,x,y,theta,theta_dot,theta_ddot,tau,x_target,y_target,theta_target,ex,ey,etheta,reward,reward_cum,force_left,force_right
0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,1,5.303300713421777e-05,1.0,5.303300713421777e-05,0.002651650458574295,0.13258251547813416,0.1767766922712326,0.01256471686065197,0.9999210834503174,0.012565047480165958,0.012511683627963066,-7.893776637502015e-05,0.01251201517879963,-0.01256978168231573,-0.01256978168231573,0.0,0.3535533845424652
0.04,2,0.00015833439829293638,1.0,0.00015833439829293638,0.00526506919413805,0.1306709349155426,0.1748807579278946,0.025119516998529434,0.9996844530105591,0.025122158229351044,0.024961182847619057,-0.0003155323211103678,0.024963824078440666,-0.025153749176424278,-0.03772353085874001,0.012565047480165958,0.36232656240463257
0.06,3,0.0003149531257804483,0.9999999403953552,0.0003149531257804483,0.007830937393009663,0.12829339504241943,0.1728743612766266,0.03765450045466423,0.9992908239364624,0.037663403898477554,0.03733954578638077,-0.0007091325242072344,0.03734844923019409,-0.03756215133308769,-0.0752856821918277,0.025122158229351044,0.3708708882331848
0.08,4,0.0005217551370151341,0.9999998807907104,0.0005217551370151341,0.010340100154280663,0.12545816600322723,0.17075878381729126,0.05015980079770088,0.9987412095069885,0.05018085613846779,0.0496380440890789,-0.0012586589436978102,0.04965910315513611,-0.0498959193445121,-0.1251816015363398,0.037663403898477554,0.3791809678077698
0.1,5,0.0007774270488880575,0.9999997019767761,0.0007774271070957184,0.012783599086105824,0.122174933552742,0.16853533685207367,0.06262560933828354,0.9980370998382568,0.06266661733388901,0.06184818223118782,-0.001962607726454735,0.06188919022679329,-0.06214837042954207,-0.1873299719658819,0.05018085613846779,0.38725152611732483
0.12,6,0.0010804807534441352,0.9999994039535522,0.0010804809862747788,0.015152694657444954,0.11845477670431137,0.16620543599128723,0.07504218071699142,0.9971803426742554,0.07511279731988907,0.07396170496940613,-0.0028190561570227146,0.07403231412172318,-0.0743130239757147,-0.26164299594159657,0.06266661733388901,0.39507749676704407
0.14,7,0.0014292583800852299,0.9999989867210388,0.001429258962161839,0.017438896000385284,0.11431006342172623,0.16377057135105133,0.08739987760782242,0.9961733222007751,0.08751153200864792,0.08597061783075333,-0.0038256694097071886,0.08608227223157883,-0.08638359506935497,-0.34802659101095157,0.07511279731988907,0.40265393257141113
0.16,8,0.0018219376215711236,0.9999983310699463,0.0018219385528936982,0.019633984193205833,0.10975447297096252,0.16123226284980774,0.09968913346529007,0.9950186610221863,0.09985499083995819,0.09786719083786011,-0.004979708697646856,0.09803304821252823,-0.09835398823462618,-0.4463805792455777,0.08751153200864792,0.409976065158844
0.18,9,0.0022565375547856092,0.9999974370002747,0.0022565394174307585,0.02173004299402237,0.10480290651321411,0.1585921049118042,0.11190052330493927,0.9937193989753723,0.1121353805065155,0.10964398831129074,-0.00627804035320878,0.10987883806228638,-0.11021832299651614,-0.5565989022420939,0.09985499083995819,0.4170392155647278
0.2,10,0.002730925567448139,0.9999962449073792,0.0027309288270771503,0.02371947281062603,0.09947149455547333,0.1558517962694168,0.12402476370334625,0.9922791123390198,0.12434494495391846,0.12129383534193039,-0.007717147469520569,0.1216140165925026,-0.12197090183874516,-0.678569804080839,0.1121353805065155,0.4238389730453491
0.22,11,0.003242823760956526,0.9999947547912598,0.0032428293488919735,0.02559502236545086,0.09377751499414444,0.15301303565502167,0.1360526978969574,0.9907016158103943,0.13647596538066864,0.13280987739562988,-0.009293140843510628,0.13323314487934113,-0.1336062161304061,-0.8121760202112451,0.12434494495391846,0.4303710162639618
0.24,12,0.00378981651738286,0.999992847442627,0.0037898255977779627,0.02734980918467045,0.08773933351039886,0.15007764101028442,0.1479753702878952,0.9889910221099854,0.1485207974910736,0.14418555796146393,-0.011001772247254848,0.14473097026348114,-0.14511894783473703,-0.9572949680459821,0.13647596538066864,0.4366312325000763
0.26,13,0.004369358532130718,0.9999904632568359,0.0043693725019693375,0.02897733822464943,0.08137638121843338,0.14704743027687073,0.1597839742898941,0.9871519804000854,0.1604718118906021,0.1554146111011505,-0.012838447466492653,0.15610243380069733,-0.1565039764179706,-1.1137989444639527,0.1485207974910736,0.44261565804481506
0.28,14,0.004978782031685114,0.9999876022338867,0.0049788025207817554,0.030471518635749817,0.07470905780792236,0.14392435550689697,0.17146988213062286,0.9851893782615662,0.17232146859169006,0.16649110615253448,-0.014798244461417198,0.1673426628112793,-0.16775637153738995,-1.2815553160013426,0.1604718118906021,0.44832050800323486
0.3,15,0.00561530701816082,0.9999842047691345,0.00561533635482192,0.0318266935646534,0.0677587017416954,0.14071036875247955,0.18302473425865173,0.9831082820892334,0.18406227231025696,0.17740942537784576,-0.016875924542546272,0.1784469336271286,-0.17887135674462212,-1.4604266727459647,0.17232146859169006,0.45374220609664917
0.32,16,0.006276048254221678,0.9999803304672241,0.006276089232414961,0.03303764387965202,0.06054752320051193,0.13740752637386322,0.1944403052330017,0.9809143543243408,0.19568683207035065,0.18816426396369934,-0.01906595192849636,0.1894107460975647,-0.18984438297806489,-1.6502710557240297,0.18406227231025696,0.4588773250579834
0.34,17,0.006958025507628918,0.9999758005142212,0.006958081852644682,0.03409961238503456,0.053098469972610474,0.13401788473129272,0.20570865273475647,0.9786132574081421,0.20718778669834137,0.19875063002109528,-0.021362513303756714,0.2002297043800354,-0.200671010401986,-1.8509420661260156,0.19568683207035065,0.4637225866317749
0.36,18,0.007658173330128193,0.9999706745147705,0.007658247835934162,0.03500831872224808,0.04543527960777283,0.13054358959197998,0.2168220430612564,0.9762111306190491,0.21855787932872772,0.2091638594865799,-0.02375952899456024,0.21089963614940643,-0.211347027558354,-2.0622890936843694,0.20718778669834137,0.46827495098114014
0.38,19,0.008373349905014038,0.9999649524688721,0.008373447693884373,0.03575996309518814,0.03758229687809944,0.12698683142662048,0.22777298092842102,0.973714292049408,0.22978992760181427,0.21939963102340698,-0.026250679045915604,0.22141648828983307,-0.22186834691889873,-2.284157440603268,0.21855787932872772,0.4725315272808075
0.4,20,0.009100346826016903,0.9999585747718811,0.009100472554564476,0.03635125234723091,0.02956448309123516,0.1233498677611351,0.2385542392730713,0.9711291790008545,0.24087683856487274,0.2294538915157318,-0.028829416260123253,0.2317763715982437,-0.23223105023217452,-2.5163884908354426,0.22978992760181427,0.4764896631240845
0.42,21,0.00983590167015791,0.9999516010284424,0.009836059994995594,0.03677939996123314,0.02140728197991848,0.11963500827550888,0.2491588294506073,0.9684626460075378,0.25181159377098083,0.23932293057441711,-0.031488992273807526,0.2419755458831787,-0.24243137293277048,-2.758819863768213,0.24087683856487274,0.4801468551158905
0.44,22,0.010576705448329449,0.9999440908432007,0.010576902888715267,0.037042129784822464,0.01313655823469162,0.11584457755088806,0.2595800459384918,0.965721607208252,0.262587308883667,0.2490033358335495,-0.03422246873378754,0.25201040506362915,-0.2524656895724402,-3.0112855533406533,0.25181159377098083,0.48350074887275696
0.46,23,0.011319415643811226,0.9999359250068665,0.011319656856358051,0.037137702107429504,0.0047785378992557526,0.11198097467422485,0.2698114216327667,0.9629132151603699,0.2731971740722656,0.25849199295043945,-0.03702274709939957,0.26187750697135925,-0.2623305448534828,-3.273616098194136,0.262587308883667,0.4865492582321167
0.48,24,0.012060662731528282,0.999927282333374,0.012060955166816711,0.037064895033836365,-0.0036402849946171045,0.10804663598537445,0.27984675765037537,0.9600446820259094,0.2836344838142395,0.26778608560562134,-0.03988258168101311,0.2715735137462616,-0.2720225920371452,-3.5456386902312813,0.2731971740722656,0.4892904460430145
0.5,25,0.012797066010534763,0.9999181032180786,0.012797415256500244,0.036823030561208725,-0.01209320966154337,0.10404406487941742,0.2896801233291626,0.9571235179901123,0.29389262199401855,0.276883065700531,-0.0427946001291275,0.2810952067375183,-0.28153860959692717,-3.8271772998282083,0.2836344838142395,0.49172261357307434
0.52,26,0.013525241985917091,0.9999085068702698,0.013525654561817646,0.036411963403224945,-0.02055344358086586,0.09997577965259552,0.29930591583251953,0.9541571736335754,0.30396515130996704,0.285780668258667,-0.04575132951140404,0.2904394865036011,-0.29087549982368005,-4.118052799651888,0.29389262199401855,0.4938441812992096
