t,step,x,y,theta,theta_dot,theta_ddot,tau,x_target,y_target,theta_target,ex,ey,etheta,p_error,i_error,d_error,kp,ki,kd,reward,reward_cum
0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.5,0.0,0.0
0.02,1,0.0,1.0,0.0,0.0,0.0,0.0,0.01884397678077221,0.9998224377632141,0.01884509064257145,0.01884397678077221,-0.00017756347369868308,0.01884509064257145,0.01884509064257145,0.00018845091108232737,0.0,10.0,0.5,1.0,-0.11357243251793711,-0.11357243251793711
0.04,2,0.00012558097660075873,1.0,0.00012558097660075873,0.006279048975557089,0.3139524459838867,0.3139524459838867,0.03765450045466423,0.9992908239364624,0.037663403898477554,0.03752891719341278,-0.0007091742008924484,0.037537820637226105,0.037537820637226105,0.0007522800588048995,0.0,10.0,0.5,1.0,-0.11266399231670812,-0.22623642483464523
0.06,3,0.0005012099863961339,0.9999998807907104,0.0005012100446037948,0.018781451508402824,0.6251201629638672,0.6266660690307617,0.05639825016260147,0.9984083771705627,0.05642819404602051,0.05589704215526581,-0.001591522479429841,0.055926982313394547,0.055926982313394547,0.0016869280952960253,0.0,10.0,0.5,1.0,-0.11085216445167521,-0.33708858928632046
0.08,4,0.0012492588721215725,0.9999992251396179,0.001249259221367538,0.03740245848894119,0.9310504198074341,0.9369063377380371,0.07504218071699142,0.9971803426742554,0.07511279731988907,0.07379292696714401,-0.0028188596479594707,0.07386353611946106,0.07386353611946106,0.0029848332051187754,0.0,10.0,0.5,1.0,-0.10814985244266566,-0.44523844172898613
0.1,5,0.0024890354834496975,0.9999969005584717,0.0024890380445867777,0.061988938599824905,1.2293239831924438,1.243449330329895,0.09355364739894867,0.995614230632782,0.0936906561255455,0.09106461703777313,-0.0043826624751091,0.09120161831378937,0.09120161831378937,0.004635484889149666,0.0,10.0,0.5,1.0,-0.10457593344460381,-0.54981437517359
0.12,6,0.004335830453783274,0.9999905824661255,0.004335843957960606,0.09234029799699783,1.5175681114196777,1.5450849533081055,0.11190052330493927,0.9937193989753723,0.1121353805065155,0.10756469517946243,-0.006271186750382185,0.10779953747987747,0.10779953747987747,0.006625496316701174,0.0,10.0,0.5,1.0,-0.10015514882559355,-0.6499695239991835
0.14,7,0.006899983622133732,0.9999762177467346,0.006900038570165634,0.12820972502231598,1.7934712171554565,1.8406227827072144,0.13005132973194122,0.9915072321891785,0.1304207593202591,0.12315134704113007,-0.0084689324721694,0.12352071702480316,0.12352071702480316,0.008938699029386044,0.0,10.0,0.5,1.0,-0.09491795873373474,-0.7448874827329183
0.16,8,0.010234414599835873,0.9999476075172424,0.010234593413770199,0.16672773659229279,1.9259006977081299,2.0,0.1479753702878952,0.9889910221099854,0.1485207974910736,0.13774095475673676,-0.010956580750644207,0.13828620314598083,0.13828620314598083,0.011556767858564854,0.0,10.0,0.5,1.0,-0.08920972172751916,-0.8340972044604374
0.18,9,0.014325163327157497,0.9998973608016968,0.01432565413415432,0.20455302298069,1.8912639617919922,2.0,0.16564279794692993,0.9861857891082764,0.16640977561473846,0.15131762623786926,-0.013711572624742985,0.1520841121673584,0.1520841121673584,0.014460471458733082,0.0,10.0,0.5,1.0,-0.08343260673301191,-0.9175298111934493
0.2,10,0.019155239686369896,0.9998165369033813,0.019156411290168762,0.24153786897659302,1.8492424488067627,2.0,0.18302473425865173,0.9831082820892334,0.18406227231025696,0.1638694852590561,-0.016708211973309517,0.1649058610200882,0.1649058610200882,0.01763037033379078,0.0,10.0,0.5,1.0,-0.07760573426342186,-0.9951355454568712
