t,step,x,y,theta,theta_dot,theta_ddot,tau,x_target,y_target,theta_target,ex,ey,etheta,p_error,i_error,d_error,kp,ki,kd,reward,reward_cum
0.22,11,0.02470465935766697,0.9996947646141052,0.024707172065973282,0.2775380611419678,1.8000102043151855,2.0,0.2000933736562729,0.9797768592834473,0.20145322382450104,0.17538870871067047,-0.019917959347367287,0.17674604058265686,0.17674604058265686,0.021046889945864677,0.0,10.0,0.5,1.0,-0.071747991140801,-1.0668835365976723
0.24,12,0.030950497835874557,0.9995208978652954,0.030955443158745766,0.3124134838581085,1.7437703609466553,2.0,0.2168220430612564,0.9762111306190491,0.21855787932872772,0.18587154150009155,-0.023309770971536636,0.1876024454832077,0.1876024454832077,0.024690374732017517,0.0,10.0,0.5,1.0,-0.06587796443189353,-1.1327615010295657
0.26,13,0.03786695748567581,0.9992827773094177,0.03787601366639137,0.34602856636047363,1.6807548999786377,2.0,0.23318526148796082,0.9724323153495789,0.23535196483135223,0.1953183114528656,-0.026850461959838867,0.19747595489025116,0.19747595489025116,0.028541158884763718,0.0,10.0,0.5,1.0,-0.060013877034857,-1.1927753780644228
0.28,14,0.04542543739080429,0.998967707157135,0.045441076159477234,0.3782530426979065,1.6112236976623535,2.0,0.2491588294506073,0.9684626460075378,0.25181159377098083,0.2037333995103836,-0.030505096539855003,0.2063705325126648,0.2063705325126648,0.03257962316274643,0.0,10.0,0.5,1.0,-0.054173524119588055,-1.2469489021840108
0.3,15,0.05359463021159172,0.998562753200531,0.053620319813489914,0.40896233916282654,1.535463809967041,2.0,0.2647198438644409,0.9643253684043884,0.2679134011268616,0.2111252248287201,-0.034237414598464966,0.21429307758808136,0.21429307758808136,0.03678625822067261,0.0,10.0,0.5,1.0,-0.04837421195603063,-1.2953231141400414
0.32,16,0.0623406320810318,0.9980549216270447,0.0623810850083828,0.4380381107330322,1.4537885189056396,2.0,0.27984675765037537,0.9600446820259094,0.2836344838142395,0.21750611066818237,-0.03801024705171585,0.2212533950805664,0.2212533950805664,0.041141726076602936,0.0,10.0,0.5,1.0,-0.04263269912469316,-1.3379558132647347
0.34,17,0.07162707298994064,0.9974314570426941,0.0716884583234787,0.4653688371181488,1.3665364980697632,2.0,0.2945193350315094,0.9556455016136169,0.29895249009132385,0.22289225459098816,-0.04178595915436745,0.22726403176784515,0.22726403176784515,0.04562689736485481,0.0,10.0,0.5,1.0,-0.03696513858828336,-1.374920951853018
0.36,18,0.08141525089740753,0.9966802597045898,0.08150546252727509,0.4908502399921417,1.2740700244903564,2.0,0.308718740940094,0.9511533975601196,0.313845694065094,0.22730349004268646,-0.0455268956720829,0.23234021663665771,0.23234021663665771,0.05022294074296951,0.0,10.0,0.5,1.0,-0.03138702413932905,-1.4063079759923471
0.38,19,0.09166432172060013,0.9957899451255798,0.09179317951202393,0.5143857002258301,1.1767739057540894,2.0,0.32242754101753235,0.9465941190719604,0.3282928764820099,0.23076322674751282,-0.04919581860303879,0.23649969696998596,0.23649969696998596,0.05491134151816368,0.0,10.0,0.5,1.0,-0.02591313845228242,-1.4322211144446295
0.4,20,0.10233146697282791,0.9947503805160522,0.10251091420650482,0.5358867645263672,1.0750536918640137,2.0,0.3356296420097351,0.9419940114021301,0.3422735631465912,0.2332981675863266,-0.052756328135728836,0.23976263403892517,0.23976263403892517,0.059673964977264404,0.0,10.0,0.5,1.0,-0.020557505176560884,-1.4527786196211905
0.42,21,0.11337210237979889,0.9935526251792908,0.11361638456583023,0.5552734732627869,0.9693339467048645,2.0,0.3483102321624756,0.9373793005943298,0.3557678461074829,0.2349381148815155,-0.056173279881477356,0.24215145409107208,0.24215145409107208,0.0644931048154831,0.0,10.0,0.5,1.0,-0.0153333441799956,-1.4681119638011861
0.44,22,0.12474009394645691,0.9921894669532776,0.125065878033638,0.5724745988845825,0.8600559830665588,2.0,0.36045587062835693,0.9327762722969055,0.36875656247138977,0.23571576178073883,-0.059413179755210876,0.24369068443775177,0.24369068443775177,0.06935152411460876,0.0,10.0,0.5,1.0,-0.010253031576867713,-1.4783649953780538
0.46,23,0.13638801872730255,0.9906554818153381,0.1368144303560257,0.587428092956543,0.7476759552955627,2.0,0.3720543384552002,0.928210973739624,0.3812212646007538,0.23566631972789764,-0.0624445416033268,0.2444068193435669,0.2444068193435669,0.07423250377178192,0.0,10.0,0.5,1.0,-0.005328062835027085,-1.483693058213081
0.48,24,0.14826738834381104,0.988947331905365,0.1488160640001297,0.6000813245773315,0.6326621770858765,2.0,0.3830946385860443,0.9237090945243835,0.3931442201137543,0.23482726514339447,-0.06523821502923965,0.24432815611362457,0.24432815611362457,0.07911985367536545,0.0,10.0,0.5,1.0,-0.0013556843834606523,-1.4850487425965415
0.5,25,0.1603289395570755,0.9870636463165283,0.16102388501167297,0.6103911995887756,0.515492856502533,2.0,0.39356696605682373,0.9192959666252136,0.404508501291275,0.23323804140090942,-0.06776769459247589,0.24348460137844086,0.24348460137844086,0.08399797976016998,0.0,10.0,0.5,1.0,-0.004420981402733665,-1.4894697239992751
0.52,26,0.1725228726863861,0.9850054979324341,0.17339037358760834,0.6183242797851562,0.39665359258651733,2.0,0.40346255898475647,0.9149961471557617,0.4152979552745819,0.23093970119953156,-0.07000936567783356,0.24190758168697357,0.24190758168697357,0.08885189890861511,0.0,10.0,0.5,1.0,-0.007356671340430214,-1.4968263953397054
0.54,27,0.1847991794347763,0.9827762842178345,0.1858675181865692,0.6238569617271423,0.27663442492485046,2.0,0.4127737283706665,0.9108335971832275,0.42549723386764526,0.2279745638370514,-0.07194270938634872,0.23962973058223724,0.23962973058223724,0.09366727620363235,0.0,10.0,0.5,1.0,-0.010157573973814902,-1.5069839693135203
0.56,28,0.19710785150527954,0.9803817868232727,0.19840702414512634,0.6269754767417908,0.15592725574970245,2.0,0.4214937090873718,0.9068313241004944,0.43509188294410706,0.22438585758209229,-0.07355049252510071,0.2366848587989807,0.2366848587989807,0.09843041747808456,0.0,10.0,0.5,1.0,-0.012819271879139185,-1.5198032411926594
0.58,29,0.2093992382287979,0.9778302311897278,0.2109605371952057,0.6276759505271912,0.03502315655350685,2.0,0.42961665987968445,0.9030113816261292,0.44406822323799133,0.22021742165088654,-0.07481886446475983,0.23310768604278564,0.23310768604278564,0.1031283438205719,0.0,10.0,0.5,1.0,-0.01533811254678066,-1.53514135373944
0.6,30,0.2216242551803589,0.975132167339325,0.22347982227802277,0.6259641647338867,-0.08559037744998932,2.0,0.43713751435279846,0.899394690990448,0.45241352915763855,0.21551327407360077,-0.07573746144771576,0.22893370687961578,0.22893370687961578,0.10774876177310944,0.0,10.0,0.5,1.0,-0.0177112063358782,-1.5528525600753182
0.62,31,0.2337346225976944,0.9723004102706909,0.23591694235801697,0.6218554973602295,-0.20543208718299866,2.0,0.44405198097229004,0.8960010409355164,0.460115909576416,0.21031735837459564,-0.07629940658807755,0.22419898211956024,0.22419898211956024,0.11228008568286896,0.0,10.0,0.5,1.0,-0.019936419239303633,-1.572788979314622
0.64,32,0.2456832081079483,0.9693501591682434,0.2482244372367859,0.6153749227523804,-0.32402941584587097,2.0,0.4503563940525055,0.8928488492965698,0.46716445684432983,0.20467320084571838,-0.07650130242109299,0.21894003450870514,0.21894003450870514,0.11671147495508194,0.0,10.0,0.5,1.0,-0.022012360465560314,-1.5948013397801821
0.66,33,0.25742414593696594,0.966298520565033,0.26035556197166443,0.6065565347671509,-0.44092097878456116,2.0,0.45604774355888367,0.8899553418159485,0.47354915738105774,0.19862358272075653,-0.07634319365024567,0.21319358050823212,0.21319358050823212,0.12103281170129776,0.0,10.0,0.5,1.0,-0.023938365301643727,-1.618739705081826
0.68,34,0.2689131498336792,0.9631644487380981,0.27226442098617554,0.5954433083534241,-0.555658757686615,2.0,0.4611234664916992,0.8873359560966492,0.4792608916759491,0.19221031665802002,-0.0758284479379654,0.20699645578861237,0.20699645578861237,0.1252347081899643,0.0,10.0,0.5,1.0,-0.02571447467581856,-1.6444541797576446
0.7000000000000001,35,0.2801075875759125,0.959968626499176,0.28390616178512573,0.5820871591567993,-0.6678101420402527,2.0,0.4655815362930298,0.885004997253418,0.48429158329963684,0.18547393381595612,-0.07496361434459686,0.20038540661334991,0.20038540661334991,0.1293085366487503,0.0,10.0,0.5,1.0,-0.027341409582726017,-1.6717955893403706
0.72,36,0.2909667193889618,0.9567331671714783,0.29523712396621704,0.5665479302406311,-0.7769597172737122,2.0,0.4694202244281769,0.8829748630523682,0.48863404989242554,0.1784535050392151,-0.07375828921794891,0.1933969259262085,0.1933969259262085,0.13324634730815887,0.0,10.0,0.5,1.0,-0.02882054283469616,-1.7006161321750668
0.74,37,0.3014518916606903,0.9534813761711121,0.3062150180339813,0.5488936901092529,-0.8827110528945923,2.0,0.4726382791996002,0.8812565207481384,0.4922821819782257,0.1711864024400711,-0.07222487777471542,0.18606716394424438,0.18606716394424438,0.13704098761081696,0.0,10.0,0.5,1.0,-0.030153867316840822,-1.7307699994919077
0.76,38,0.31152644753456116,0.9502374529838562,0.31679901480674744,0.5291999578475952,-0.9846876859664917,2.0,0.47523465752601624,0.8798590898513794,0.49523070454597473,0.16370819509029388,-0.0703783854842186,0.1784317046403885,0.1784317046403885,0.14068599045276642,0.0,10.0,0.5,1.0,-0.031343962479684476,-1.7621139619715922
0.78,39,0.3211560845375061,0.947026252746582,0.32694998383522034,0.5075492858886719,-1.0825345516204834,2.0,0.47720855474472046,0.8787900805473328,0.4974755048751831,0.15605247020721436,-0.06823620200157166,0.17052552103996277,0.17052552103996277,0.14417555928230286,0.0,10.0,0.5,1.0,-0.0323939574858784,-1.7945079194574707
0.8,40,0.3303087055683136,0.9438729882240295,0.33663061261177063,0.48403090238571167,-1.175918698310852,2.0,0.4785594642162323,0.8780551552772522,0.49901336431503296,0.1482507586479187,-0.06581780314445496,0.16238275170326233,0.16238275170326233,0.14750464260578156,0.0,10.0,0.5,1.0,-0.0333074946243766,-1.8278154140818472
0.8200000000000001,41,0.33895453810691833,0.9408027529716492,0.34580540657043457,0.4587402939796448,-1.264529824256897,2.0,0.47928696870803833,0.8776582479476929,0.49984210729599,0.14033243060112,-0.0631445050239563,0.15403667092323303,0.15403667092323303,0.15066882967948914,0.0,10.0,0.5,1.0,-0.03408869028876583,-1.861904104370613
0.84,42,0.34706616401672363,0.9378406405448914,0.35444098711013794,0.4317786991596222,-1.3480808734893799,2.0,0.4793908894062042,0.8776015043258667,0.4999605119228363,0.13232474029064178,-0.06023916229605675,0.14551952481269836,0.14551952481269836,0.15366439521312714,0.0,10.0,0.5,1.0,-0.034742095805080475,-1.8966462001756934
0.86,43,0.35461851954460144,0.935011088848114,0.36250603199005127,0.403252512216568,-1.4263079166412354,2.0,0.47887122631073,0.8778851628303528,0.49936848878860474,0.12425270676612854,-0.057125918567180634,0.13686244189739227,0.13686244189739227,0.15648820996284485,0.0,10.0,0.5,1.0,-0.03527265881755886,-1.9319188589932523
0.88,44,0.36158886551856995,0.9323376417160034,0.36997151374816895,0.3732731342315674,-1.4989702701568604,2.0,0.47772809863090515,0.8785077333450317,0.49806681275367737,0.1161392405629158,-0.05382990464568138,0.12809529900550842,0.12809529900550842,0.1591377854347229,0.0,10.0,0.5,1.0,-0.035685684328004084,-1.9676045433212563
0.9,45,0.3678974509239197,0.929866373538971,0.37674686312675476,0.3387685716152191,-1.7252275943756104,1.8406227827072144,0.475961834192276,0.8794659376144409,0.4960573613643646,0.10806436836719513,-0.05040042847394943,0.11931047588586807,0.11931047588586807,0.16161185503005981,0.0,10.0,0.5,1.0,-0.03573179956316667,-2.003336342884423
0.92,46,0.37341710925102234,0.9276635646820068,0.38268986344337463,0.29715001583099365,-2.0809273719787598,1.5450849533081055,0.47357288002967834,0.8807546496391296,0.49334296584129333,0.10015574842691422,-0.0469089038670063,0.1106530949473381,0.1106530949473381,0.16391149163246155,0.0,10.0,0.5,1.0,-0.035200257852452885,-2.038536600736876
0.9400000000000001,47,0.3780221939086914,0.9257965087890625,0.3876590132713318,0.2484574168920517,-2.4346301555633545,1.243449330329895,0.4705619513988495,0.882366955280304,0.4899275302886963,0.09253975749015808,-0.04342957213521004,0.10226850211620331,0.10226850211620331,0.16604070365428925,0.0,10.0,0.5,1.0,-0.03409059250963257,-2.0726271932465083
0.96,48,0.3815888464450836,0.9243321418762207,0.3915145993232727,0.19277913868427277,-2.783914089202881,0.9369063377380371,0.46692997217178345,0.8842942714691162,0.4858158528804779,0.08534113317728043,-0.04003787413239479,0.0943012610077858,0.0943012610077858,0.16800640523433685,0.0,10.0,0.5,1.0,-0.03240618252074475,-2.105033375767253
0.98,49,0.3839954733848572,0.9233349561691284,0.39411965012550354,0.130251944065094,-3.126359462738037,0.6266660690307617,0.4626781940460205,0.8865262866020203,0.48101383447647095,0.07868272811174393,-0.03680867701768875,0.086894191801548,0.086894191801548,0.16981835663318634,0.0,10.0,0.5,1.0,-0.0301542519143747,-2.1351876276816277
1.0,50,0.38512277603149414,0.9228653311729431,0.39534085988998413,0.0610608272254467,-3.4595558643341064,0.3139524459838867,0.45780816674232483,0.8890510201454163,0.4755282700061798,0.0726853758096695,-0.03381434082984924,0.08018739521503448,0.08018739521503448,0.1714891642332077,0.0,10.0,0.5,1.0,-0.02734585634986134,-2.162533484031489
1.02,51,0.3848539888858795,0.9229774475097656,0.3950496315956116,-0.014561321586370468,-3.7811074256896973,0.0,0.45232176780700684,0.8918548226356506,0.4693669378757477,0.06746776401996613,-0.031122645363211632,0.07431729137897491,0.07431729137897491,0.17303422093391418,0.0,10.0,0.5,1.0,-0.023995862010554,-2.1865293460420427
1.04,52,0.3830749988555908,0.9237172603607178,0.39312294125556946,-0.09633416682481766,-4.088642120361328,-0.3139524459838867,0.44622138142585754,0.8949226140975952,0.46253859996795654,0.06314639002084732,-0.02879463881254196,0.06941565126180649,0.06941565126180649,0.17447154223918915,0.0,10.0,0.5,1.0,-0.02012291310295742,-2.206652259145
1.06,53,0.37967443466186523,0.9251201748847961,0.38944435119628906,-0.18393047153949738,-4.379815101623535,-0.6266660690307617,0.43950989842414856,0.8982377648353577,0.4550529718399048,0.05983548238873482,-0.026882430538535118,0.06560864299535751,0.06560864299535751,0.17582179605960846,0.0,10.0,0.5,1.0,-0.015749391560711746,-2.222401650705712
1.08,54,0.3745438754558563,0.927209198474884,0.3839048147201538,-0.2769767940044403,-4.652316093444824,-0.9369063377380371,0.43219074606895447,0.901782214641571,0.4469207227230072,0.05764685198664665,-0.025426970794796944,0.0630159080028534,0.0630159080028534,0.177108034491539,0.0,10.0,0.5,1.0,-0.010901368559610382,-2.2333030192653225
1.1,55,0.36757832765579224,0.9299925565719604,0.37640371918678284,-0.3750542998313904,-4.903875827789307,-1.243449330329895,0.42426797747612,0.9055367112159729,0.43815332651138306,0.056689631193876266,-0.024455875158309937,0.061749618500471115,0.061749618500471115,0.17835569381713867,0.0,10.0,0.5,1.0,-0.005608543579732614,-2.238911562845055
1.12,56,0.358676552772522,0.9334619045257568,0.36684972047805786,-0.47769981622695923,-5.132275581359863,-1.5450849533081055,0.41574639081954956,0.9094805717468262,0.42876332998275757,0.05706983804702759,-0.02398131974041462,0.06191360577940941,0.06191360577940941,0.1795923262834549,0.0,10.0,0.5,1.0,-0.0015440190715372087,-2.240455581916592
1.1400000000000001,57,0.34774187207221985,0.9375903010368347,0.35516157746315,-0.5844069123268127,-5.335354804992676,-1.8406227827072144,0.40663158893585205,0.9135922193527222,0.41876402497291565,0.058889709413051605,-0.023998083546757698,0.06360243260860443,0.06360243260860443,0.18084748089313507,0.0,10.0,0.5,1.0,-0.010713291057263893,-2.251168872973856
1.16,58,0.334731787443161,0.9423134326934814,0.34132060408592224,-0.6920494437217712,-5.382127285003662,-2.0,0.3969299793243408,0.9178488850593567,0.40816962718963623,0.06219818815588951,-0.024464551359415054,0.06684903055429459,0.06684903055429459,0.18215200304985046,0.0,10.0,0.5,1.0,-0.02008325696306699,-2.271252129936923
1.18,59,0.31966882944107056,0.9475293159484863,0.32537996768951416,-0.797031819820404,-5.24911642074585,-2.0,0.3866489827632904,0.9222269654273987,0.3969951868057251,0.06698015332221985,-0.025302374735474586,0.07161524146795273,0.07161524146795273,0.18353663384914398,0.0,10.0,0.5,1.0,-0.029227148861914864,-2.300479278798838
1.2,60,0.30258238315582275,0.9531232118606567,0.3074008822441101,-0.8989537954330444,-5.096099853515625,-2.0,0.37579697370529175,0.9267020225524902,0.3852566182613373,0.0732145756483078,-0.026421209797263145,0.07785573601722717,0.07785573601722717,0.18503135442733765,0.0,10.0,0.5,1.0,-0.03810148920512348,-2.3385807680039616
1.22,61,0.28351011872291565,0.958969235420227,0.28745245933532715,-0.9974215030670166,-4.9233856201171875,-2.0,0.36438336968421936,0.9312490224838257,0.3729705810546875,0.08087325096130371,-0.027720212936401367,0.08551811426877975,0.08551811426877975,0.18666508793830872,0.0,10.0,0.5,1.0,-0.046663370832024584,-2.3852441388359864
1.24,62,0.2624993622303009,0.9649321436882019,0.265611469745636,-1.0920487642288208,-4.731363296508789,-2.0,0.35241883993148804,0.9358423948287964,0.36015450954437256,0.08991948515176773,-0.029089786112308502,0.09454303234815598,0.09454303234815598,0.18846569955348969,0.0,10.0,0.5,1.0,-0.054870650784506224,-2.4401147896204924
1.26,63,0.23960822820663452,0.9708696603775024,0.24196229875087738,-1.1824591159820557,-4.520516395568848,-2.0,0.33991512656211853,0.9404560923576355,0.3468266427516937,0.1003069058060646,-0.030413547530770302,0.10486435145139694,0.10486435145139694,0.19045977294445038,0.0,10.0,0.5,1.0,-0.06268217644024231,-2.5027969660607345
1.28,64,0.2149069458246231,0.9766345024108887,0.2165965437889099,-1.2682877779006958,-4.291433811187744,-2.0,0.32688531279563904,0.9450640082359314,0.3330059349536896,0.11197835952043533,-0.03157051280140877,0.11640939116477966,0.11640939116477966,0.1926725059747696,0.0,10.0,0.5,1.0,-0.07005804136181264,-2.572855007422547
1.3,65,0.18847870826721191,0.9820773005485535,0.18961286544799805,-1.349184274673462,-4.044822692871094,-2.0,0.31334367394447327,0.9496397972106934,0.3187119960784912,0.12486497312784195,-0.03243748098611832,0.12909913063049316,0.12909913063049316,0.19512759149074554,0.0,10.0,0.5,1.0,-0.07695986901011236,-2.6498148764326594
1.32,66,0.16042041778564453,0.9870488047599792,0.1611165702342987,-1.4248145818710327,-3.7815167903900146,-2.0,0.29930591583251953,0.9541571736335754,0.30396515130996704,0.1388855129480362,-0.03289157897233963,0.14284858107566833,0.14284858107566833,0.19784706830978394,0.0,10.0,0.5,1.0,-0.08335111936861753,-2.733165995801277
1.34,67,0.13084304332733154,0.9914031028747559,0.131219282746315,-1.4948642253875732,-3.502483606338501,-2.0,0.2847890555858612,0.9585902094841003,0.2887863516807556,0.15394599735736847,-0.03281288221478462,0.1575670689344406,0.1575670689344406,0.2008512318134308,0.0,10.0,0.5,1.0,-0.08919741053409767,-2.822363406335375
1.36,68,0.0998716950416565,0.9950003027915955,0.10003846883773804,-1.5590407848358154,-3.208827018737793,-2.0,0.2698114216327667,0.9629132151603699,0.2731971740722656,0.16993971168994904,-0.032087139785289764,0.1731587052345276,0.1731587052345276,0.2041584849357605,0.0,10.0,0.5,1.0,-0.0944668510477845,-2.9168302573831593
1.3800000000000001,69,0.06764523684978485,0.9977094531059265,0.0676969364285469,-1.6170765161514282,-2.9017891883850098,-2.0,0.2543927729129791,0.967100977897644,0.25721976161003113,0.18674753606319427,-0.03060845099389553,0.18952283263206482,0.18952283263206482,0.20778530836105347,0.0,10.0,0.5,1.0,-0.09913037136795332,-3.0159606287511127
1.4000000000000001,70,0.0343155674636364,0.9994110465049744,0.034322306513786316,-1.668731451034546,-2.5827460289001465,-2.0,0.2385542392730713,0.9711291790008545,0.24087683856487274,0.2042386680841446,-0.02828187309205532,0.20655453205108643,0.20655453205108643,0.21174608170986176,0.0,10.0,0.5,1.0,-0.10316204730578507,-3.119122676056898
1.42,71,4.6397919504670426e-05,1.0,4.6397919504670426e-05,-1.7137954235076904,-2.2531991004943848,-2.0,0.22231827676296234,0.9749741554260254,0.2241916060447693,0.2222718745470047,-0.025025853887200356,0.22414520382881165,0.22414520382881165,0.2160530686378479,0.0,10.0,0.5,1.0,-0.1065394044922259,-3.225662080549124
1.44,72,-0.034988272935152054,0.9993877410888672,-0.034995418041944504,-1.7520908117294312,-1.9147653579711914,-2.0,0.20570865273475647,0.9786132574081421,0.20718778669834137,0.24069692194461823,-0.020774442702531815,0.24218320846557617,0.24218320846557617,0.22071635723114014,0.0,10.0,0.5,1.0,-0.10924369544622578,-3.3349057759953498
1.46,73,-0.07060609757900238,0.9975042939186096,-0.0706648975610733,-1.7834739685058594,-1.5691604614257812,-2.0,0.18875043094158173,0.9820250868797302,0.1898895502090454,0.2593565285205841,-0.015479185618460178,0.2605544328689575,0.2605544328689575,0.22574374079704285,0.0,10.0,0.5,1.0,-0.11126013788504463,-3.446165913880394
1.48,74,-0.10661861300468445,0.9943000078201294,-0.10682164877653122,-1.8078376054763794,-1.2181804180145264,-2.0,0.17146988213062286,0.9851893782615662,0.17232146859169006,0.2780885100364685,-0.009110629558563232,0.2791430950164795,0.2791430950164795,0.23114070296287537,0.0,10.0,0.5,1.0,-0.11257810798960546,-3.5587440218699995
1.5,75,-0.14283369481563568,0.9897466897964478,-0.1433238685131073,-1.8251111507415771,-0.8636795878410339,-2.0,0.15389446914196014,0.9880872964859009,0.15450850129127502,0.2967281639575958,-0.0016594139160588384,0.2978323698043823,0.2978323698043823,0.23691046237945557,0.0,10.0,0.5,1.0,-0.11319128024657107,-3.6719353021165704
1.52,76,-0.17905820906162262,0.9838384985923767,-0.18002910912036896,-1.8352620601654053,-0.5075459480285645,-2.0,0.1360526978969574,0.9907016158103943,0.13647596538066864,0.3151109218597412,0.006863120943307877,0.3165050745010376,0.3165050745010376,0.2430538386106491,0.0,10.0,0.5,1.0,-0.11309770795883144,-3.7850330100754017
1.54,77,-0.21510078012943268,0.9765918850898743,-0.21679502725601196,-1.838295578956604,-0.15167579054832458,-2.0,0.11797410994768143,0.9930166602134705,0.11824949830770493,0.3330748975276947,0.016424814239144325,0.3350445330142975,0.3350445330142975,0.2495693415403366,0.0,10.0,0.5,1.0,-0.11229984077068562,-3.8973328508460874
1.56,78,-0.2507743835449219,0.9680455327033997,-0.25348010659217834,-1.834254503250122,0.20205344259738922,-2.0,0.09968913346529007,0.9950186610221863,0.09985499083995819,0.35046350955963135,0.026973070576786995,0.35333511233329773,0.35333511233329773,0.25645312666893005,0.0,10.0,0.5,1.0,-0.11080447858282703,-4.008137329428914
1.58,79,-0.28589901328086853,0.9582597613334656,-0.28994446992874146,-1.8232183456420898,0.5518094301223755,-2.0,0.08122898638248444,0.9966954588890076,0.08131857961416245,0.36712801456451416,0.038435716181993484,0.3712630569934845,0.3712630569934845,0.26369911432266235,0.0,10.0,0.5,1.0,-0.10862265976534055,-4.116759989194255
1.6,80,-0.32030412554740906,0.9473147392272949,-0.3260505199432373,-1.8053017854690552,0.8958303928375244,-2.0,0.06262560933828354,0.9980370998382568,0.06266661733388901,0.3829297423362732,0.05072232708334923,0.3887171447277069,0.3887171447277069,0.27129891514778137,0.0,10.0,0.5,1.0,-0.10576948869095447,-4.222529477885209
1.62,81,-0.3538306653499603,0.9353094696998596,-0.3616635799407959,-1.7806527614593506,1.232448697090149,-2.0,0.04391147568821907,0.9990354180335999,0.04392559826374054,0.3977421522140503,0.06372593343257904,0.40558916330337524,0.40558916330337524,0.27924197912216187,0.0,10.0,0.5,1.0,-0.10226390601501475,-4.324793383900224
1.6400000000000001,82,-0.38633298873901367,0.9223593473434448,-0.39665257930755615,-1.7494505643844604,1.56011164188385,-2.0,0.025119516998529434,0.9996844530105591,0.025122158229351044,0.4114525020122528,0.07732507586479187,0.4217747449874878,0.4217747449874878,0.2875156104564667,0.0,10.0,0.5,1.0,-0.09812840790967592,-4.4229217918099
1.6600000000000001,83,-0.41768020391464233,0.9085941314697266,-0.43089064955711365,-1.7119024991989136,1.877399206161499,-2.0,0.006282978691160679,0.9999802708625793,0.006283020135015249,0.42396315932273865,0.09138615429401398,0.43717366456985474,0.43717366456985474,0.2961050868034363,0.0,10.0,0.5,1.0,-0.0933887223666689,-4.516310514176569
1.68,84,-0.44775721430778503,0.8941552042961121,-0.4642554819583893,-1.6682417392730713,2.183037757873535,-2.0,-0.01256471686065197,0.9999210834503174,-0.012565047480165958,0.4351924955844879,0.10576587915420532,0.4516904354095459,0.4516904354095459,0.30499374866485596,0.0,10.0,0.5,1.0,-0.08807345273140939,-4.604383966907978
1.7,85,-0.4764653146266937,0.8791932463645935,-0.4966299533843994,-1.6187236309051514,2.475910186767578,-2.0,-0.031390100717544556,0.9995071887969971,-0.031395260244607925,0.44507521390914917,0.12031394243240356,0.4652346968650818,0.4652346968650818,0.3141629993915558,0.0,10.0,0.5,1.0,-0.08221369607517898,-4.686597662983157
1.72,86,-0.5037223696708679,0.8638655543327332,-0.527902364730835,-1.5636223554611206,2.755060911178589,-2.0,-0.05015980079770088,0.9987412095069885,-0.05018085613846779,0.45356258749961853,0.13487562537193298,0.47772154211997986,0.47772154211997986,0.32359254360198975,0.0,10.0,0.5,1.0,-0.07584264860973154,-4.762440311592889
1.74,87,-0.5294625759124756,0.8483332991600037,-0.557966947555542,-1.5032284259796143,3.019697904586792,-2.0,-0.06884065270423889,0.9976276755332947,-0.06889514625072479,0.4606219530105591,0.1492943912744522,0.4890718162059784,0.4890718162059784,0.3332604765892029,0.0,10.0,0.5,1.0,-0.06899520696608956,-4.831435518558979
1.76,88,-0.5536357760429382,0.8327589631080627,-0.5867238640785217,-1.4378446340560913,3.2691895961761475,-2.0,-0.08739987760782242,0.9961733222007751,-0.08751153200864792,0.466235876083374,0.1634143739938736,0.4992123246192932,0.4992123246192932,0.3431433439254761,0.0,10.0,0.5,1.0,-0.06170757625984469,-4.893143094818823
1.78,89,-0.5762064456939697,0.8173041939735413,-0.6140795350074768,-1.3677834272384644,3.503058910369873,-2.0,-0.10580514371395111,0.9943869113922119,-0.10600355267524719,0.4704013168811798,0.17708270251750946,0.5080759525299072,0.5080759525299072,0.3532162010669708,0.0,10.0,0.5,1.0,-0.05401689178319643,-4.94715998660202
1.8,90,-0.5971527695655823,0.8021275401115417,-0.6399468183517456,-1.2933639287948608,3.7209744453430176,-2.0,-0.12402476370334625,0.9922791123390198,-0.12434494495391846,0.4731280207633972,0.19015160202980042,0.5156018733978271,0.5156018733978271,0.3634530007839203,0.0,10.0,0.5,1.0,-0.04596086534797687,-4.993120851949997
1.82,91,-0.6164647936820984,0.7873824238777161,-0.6642450094223022,-1.2149091958999634,3.922736883163452,-2.0,-0.14202775061130524,0.9898626804351807,-0.14250962436199188,0.47443705797195435,0.2024802267551422,0.5217353701591492,0.5217353701591492,0.37382635474205017,0.0,10.0,0.5,1.0,-0.037577459794529346,-5.030698311744526
1.84,92,-0.6341431736946106,0.773215651512146,-0.6868998408317566,-1.1327439546585083,4.108265399932861,-2.0,-0.1597839742898941,0.9871519804000854,-0.1604718118906021,0.4743591845035553,0.21393634378910065,0.5264280438423157,0.5264280438423157,0.38430801033973694,0.0,10.0,0.5,1.0,-0.028904598865736736,-5.059602910610263
1.86,93,-0.6501970291137695,0.7597656846046448,-0.7078437209129333,-1.0471923351287842,4.277581691741943,-2.0,-0.17726421356201172,0.9841632843017578,-0.1782059371471405,0.4729327857494354,0.22439764440059662,0.5296377539634705,0.5296377539634705,0.3948686420917511,0.0,10.0,0.5,1.0,-0.01997991671850686,-5.079582827328769
