time,angle,velocity,acceleration,torque,target,error,reward,pid_integral,pid_derivative
0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.02,0.001,0.1,10.0,10.0,0.015705378726124763,0.014705378726124763,-1.014715378726125,0.00015705378726124764,1.5705378726124763
0.03,0.00299350950008175,0.199350950008175,9.9350950008175,10.0,0.031395260244607925,0.028401750744526177,-1.0284414915457953,0.00046100638970732687,1.468988151848316
0.04,0.005978557176446582,0.29850476763648315,9.915381762830819,10.0,0.04705415666103363,0.04107559948458705,-1.0411647045808887,0.0009016128613168457,1.3665386916343953
0.05,0.009952687340309328,0.3974130163862745,9.890824874979138,10.0,0.06266661733388901,0.05271392999357968,-1.052871867099173,0.00146849346289127,1.2627412996490548
0.06,0.014912961661462528,0.49602743211531997,9.861441572904544,10.0,0.07821723073720932,0.0633042690757468,-1.0635503122891576,0.00215113889686027,1.1576483239457571
0.07,0.020855961171727794,0.5942999510265266,9.827251891120653,10.0,0.0936906561255455,0.07283469495381771,-1.0731878873856078,0.0029389158415011,1.051315106718298
0.08,0.027777788575126736,0.6921827403398942,9.788278931336768,10.0,0.10907161980867386,0.08129383123354712,-1.0817729481795717,0.0038210724278705606,0.9437964172863091
0.09,0.03567407089794684,0.7896282322820103,9.744549194211599,10.0,0.12434494495391846,0.08867087405597163,-1.0892943868011884,0.004786743991658478,0.8351497741845654
0.1,0.04453996251790098,0.8865891619954142,9.696092971340388,10.0,0.13949555158615112,0.09495558906825013,-1.0957416294104179,0.005824958798540521,0.7254324309412571
0.11,0.05437014861723114,0.9830186099330158,9.642944793760165,10.0,0.15450850129127502,0.10013835267404389,-1.1011046782615184,0.006924644186274261,0.6147058085169743
0.12,0.06515884910983535,1.0788700492604215,9.58514393274056,10.0,0.16936896741390228,0.10421011830406693,-1.1053740788872581,0.008074632374240973,0.5030280023297112
0.13,0.07689982309725095,1.174097398741559,9.522734948113763,10.0,0.18406227231025696,0.10716244921300601,-1.1085409539147377,0.00926366660624519,0.39046044037504557
0.14,0.0895863739125555,1.2686550815304547,9.455768278889563,10.0,0.19857394695281982,0.10898757304026432,-1.1105970587561573,0.01048040784480088,0.27707006551472707
0.15,0.10321135481490037,1.3624980902344879,9.384300870403324,10.0,0.2128896415233612,0.10967828670846083,-1.1115346877543535,0.011713440520908936,0.1629143755236831
0.16,0.11776717540042134,1.4555820585520967,9.308396831760877,10.0,0.22699524462223053,0.1092280692218092,-1.111346788350988,0.012951279418982237,0.04806221965244495
0.17,0.13324580879763032,1.5478633397208972,9.228128116880047,10.0,0.24087683856487274,0.10763102976724243,-1.1100269106856944,0.014182376050626751,-0.06742266428787502
0.18,0.14949999236117897,1.6254183563548645,7.7555016633967355,8.611926441406283,0.2545207142829895,0.10502072192181053,-0.8493154770769127,0.015395125105480342,-0.18347576790922193
0.19,0.16628827884906466,1.6788286487885675,5.3410292433703,6.284140029146457,0.2679134011268616,0.10162512227779691,-0.4993477469689984,0.01657925919313717,-0.2861496719676587
0.2,0.18340684768336565,1.7118568834300991,3.3028234641531586,4.332596527493148,0.28104168176651,0.09763483408314436,-0.28827921477294827,0.01772679322231162,-0.3660005848237252
0.21,0.20068400406792225,1.7277156384556593,1.5858755025560154,2.7016367271345825,0.29389262199401855,0.0932086179260963,-0.1691820293074851,0.01883165096541815,-0.4267628606792445
0.22,0.21797544128990953,1.7291437221987278,0.14280837430685334,1.3433409400119682,0.30645352602005005,0.08847808473014052,-0.10951367155328218,0.019889346184939427,-0.47162523585251026
0.23,0.23516018360127874,1.7184742311369205,-1.066949106180723,0.21668826909418115,0.3187119960784912,0.08355181247721247,-0.08697450421992442,0.020896711732825243,-0.503296716354612
0.24,0.2521371032416929,1.6976919640414145,-2.0782267095506053,-0.7135203520874125,0.33065593242645264,0.07851882918475972,-0.08649210011795996,0.021851669221076984,-0.5240805963407785
0.25,0.2688219387855457,1.668483554385278,-2.9208409656136567,-1.47740151186016,0.3422735631465912,0.07345162436104546,-0.09806261400476647,0.022753033820125966,-0.5359288920275623
